,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
169,24/10/2015,13:37:15,malay,female,thin,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,5,9,no,2.9129189269718574,101.73319873300798,3.0,"(50, 60]"
170,24/10/2015,13:37:15,malay,female,thin,no,no_kids,big,white,casual,green,long sleeve,white,long,clothes,4,8,no,2.908755510621017,101.68870625582558,2.0,"(40, 50]"
171,24/10/2015,14:07:01,malay,male,moderate,no,no_kids,big,red,casual,brown,short_sleeve,white,long,clothes,4,10,no,2.91461019813039,101.6718866714875,1.0,"(30, 40]"
172,24/10/2015,14:28:38,indian,female,moderate,no,no_kids,small,white,casual,white,short_sleeve,black,long,clothes,5,10,no,2.95513889904413,101.67884186263312,3.0,"(50, 60]"
173,24/10/2015,14:39:02,foreigner ,male,thin,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,6,7,no,2.959588223820274,101.71376538221078,2.0,"(40, 50]"
174,24/10/2015,14:51:31,chinese,female,moderate,no,no_kids,big,black,casual,red,short_sleeve,black,short,clothes,3,9,yes,2.9690930258585597,101.69185324453936,1.0,"(30, 40]"
175,24/10/2015,14:55:41,indian,female,thin,no,no_kids,big,black,casual,white,short_sleeve,black,long,clothes,4,8,no,2.9592522509489627,101.66678596926867,3.0,"(40, 50]"
176,24/10/2015,15:01:59,indian,male,moderate,no,no_kids,big,white,formal,orange,long sleeve,black,long,blankets,4,7,yes,2.927328853514213,101.6759945596413,1.0,"(30, 40]"
177,24/10/2015,15:20:20,malay,female,thin,no,no_kids,big,white,casual,blue,short_sleeve,brown,long,blankets,6,8,no,2.931887211666844,101.6407213410268,3.0,"(40, 50]"
178,24/10/2015,15:30:07,malay,female,fat,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,long,clothes,5,10,no,2.939454169362104,101.63995596923264,2.0,"(30, 40]"
179,24/10/2015,15:30:07,chinese,female,thin,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,8,no,2.965380492455769,101.6358077219268,1.0,"(50, 60]"
180,24/10/2015,15:30:07,chinese,male,moderate,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,4,7,yes,2.93459961746128,101.66225152328263,1.0,"(30, 40]"
181,24/10/2015,17:07:48,malay,female,moderate,no,no_kids,big,red,formal,red,long sleeve,blue_jeans,long,clothes,5,10,no,2.913977854474122,101.72148091913996,1.0,"(30, 40]"
182,24/10/2015,17:07:48,malay,female,thin,yes,young,big,red,casual,white,short_sleeve,black,long,clothes,5,7,no,2.953151891698521,101.64578758734169,3.0,"(50, 60]"
184,24/10/2015,18:56:36,indian,female,moderate,no,no_kids,big,blue,casual,white,short_sleeve,blue_jeans,long,clothes,3,7,no,2.9572367122414844,101.63941918603346,2.0,"(40, 50]"
185,24/10/2015,19:02:34,indian,female,thin,no,no_kids,big,black,casual,white,long sleeve,black,long,blankets,5,10,yes,2.95109410950448,101.71343410205942,1.0,"(30, 40]"
186,24/10/2015,19:39:23,malay,male,thin,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,3,7,yes,2.9634502781351646,101.6887547731659,3.0,"(40, 50]"
187,24/10/2015,19:39:23,chinese,female,moderate,no,no_kids,big,black,casual,black,short_sleeve,white,long,clothes,4,10,no,2.935396969174628,101.74299197165612,1.0,"(30, 40]"
188,24/10/2015,20:03:39,malay,male,thin,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,long,blankets,4,9,no,2.958858057689293,101.69476936624102,1.0,"(40, 50]"
189,24/10/2015,20:07:19,chinese,female,thin,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,4,8,no,2.926270659766598,101.72876693726664,3.0,"(50, 60]"
190,24/10/2015,20:59:01,malay,female,fat,no,no_kids,big,pink,casual,grey,short_sleeve,blue,long,clothes,3,8,yes,2.93500124322196,101.6394673147961,3.0,"(20, 30]"
191,24/10/2015,20:59:01,malay,female,fat,no,no_kids,big,black,casual,blue,short_sleeve,black,long,clothes,5,7,no,2.934964023905503,101.73193882717176,3.0,"(40, 50]"
192,24/10/2015,20:59:01,malay,female,fat,no,no_kids,big,white,casual,blue,short_sleeve,brown,long,clothes,3,7,no,2.9345008342088272,101.63017178210178,2.0,"(50, 60]"
193,24/10/2015,21:06:04,indian,male,moderate,no,no_kids,big,white,casual,red,short_sleeve,green,long,clothes,6,9,no,2.9459162062702497,101.74663652640362,3.0,"(40, 50]"
194,24/10/2015,21:12:32,malay,female,fat,no,no_kids,big,grey,casual,white,long sleeve,grey,long,clothes,6,9,no,2.9603084761619707,101.7017119343096,3.0,"(30, 40]"
195,24/10/2015,21:12:32,malay,female,thin,no,no_kids,big,black,casual,grey,short_sleeve,brown,long,clothes,5,8,yes,2.9671037290001285,101.72501052721005,1.0,"(50, 60]"
196,24/10/2015,21:45:54,malay,female,thin,no,no_kids,big,blue,casual,red,long sleeve,grey,long,clothes,4,8,no,2.938023107801721,101.69862461962306,1.0,"(30, 40]"
197,24/10/2015,21:45:54,malay,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,7,yes,2.9542962332111764,101.72890792797332,2.0,"(40, 50]"
198,24/10/2015,23:32:46,chinese,female,thin,no,no_kids,big,pink,formal,white,short_sleeve,blue,long,clothes,6,8,no,2.907214587101228,101.72040906260918,1.0,"(30, 40]"
199,24/10/2015,23:40:46,indian,male,thin,no,no_kids,big,blue,casual,blue,short_sleeve,brown,short,clothes,4,10,no,2.934446366953116,101.70688093552336,3.0,"(40, 50]"
200,24/10/2015,23:47:35,malay,male,thin,no,no_kids,big,black,casual,white,short_sleeve,blue_jeans,short,clothes,3,8,no,2.956628239331341,101.69248760168476,1.0,"(30, 40]"
201,25/10/2015,0:08:09,malay,male,fat,no,no_kids,big,black,casual,red,short_sleeve,black,long,blankets,4,7,no,2.9142328372309803,101.6770644623095,1.0,"(40, 50]"
202,25/10/2015,0:11:08,malay,male,fat,no,no_kids,big,grey,casual,grey,short_sleeve,red,short,clothes,6,10,yes,2.908522334601785,101.7102630630124,3.0,"(40, 50]"
203,25/10/2015,1:29:47,chinese,female,fat,no,no_kids,big,brown,casual,white,short_sleeve,black,long,clothes,3,7,no,2.969853108069988,101.72283558199454,1.0,"(50, 60]"
204,25/10/2015,8:15:00,chinese,male,thin,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,clothes,4,10,no,2.930409305680572,101.69780243375835,2.0,"(30, 40]"
205,25/10/2015,8:15:00,chinese,female,thin,no,no_kids,big,blue,casual,white,short_sleeve,pink,short,clothes,3,10,yes,2.924422944616376,101.6926707776052,2.0,"(20, 30]"
206,25/10/2015,8:17:23,malay,male,fat,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,clothes,4,8,yes,2.9241799690907784,101.7160803698267,1.0,"(50, 60]"
207,26/10/2015,8:40:01,malay,female,moderate,no,no_kids,big,purple,casual,blue,long sleeve,black,long,clothes,6,10,yes,2.921285235529887,101.7428619255845,3.0,"(40, 50]"
208,26/10/2015,8:40:01,malay,male,thin,no,no_kids,small,red,casual,orange,short_sleeve,white,long,clothes,6,9,yes,2.949445908272706,101.63663041507968,1.0,"(20, 30]"
209,26/10/2015,8:40:01,malay,female,fat,no,no_kids,big,white,casual,purple,long sleeve,pink,long,clothes,5,8,no,2.9038992527566965,101.74678086016084,3.0,"(40, 50]"
210,26/10/2015,8:40:01,malay,male,moderate,yes,baby,big,green,casual,black,short_sleeve,grey,long,clothes,3,9,no,2.9185688264759744,101.66555848430195,3.0,"(40, 50]"
211,26/10/2015,9:15:05,indian,male,moderate,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,2.917723072707332,101.73859974091476,1.0,"(40, 50]"
212,29/10/2015,21:19:48,chinese,female,moderate,no,no_kids,small,black,casual,purple,short_sleeve,purple,long,clothes,6,8,no,2.9487509360088806,101.68832070477308,2.0,"(40, 50]"
213,29/10/2015,21:28:23,chinese,female,fat,no,no_kids,big,black,casual,red,short_sleeve,brown,short,clothes,5,10,no,2.942150709997251,101.6661885926737,3.0,"(30, 40]"
214,29/10/2015,21:28:23,malay,male,fat,no,no_kids,small,brown,casual,grey,long sleeve,blue_jeans,short,clothes,3,8,no,2.94610433790324,101.67825981045556,3.0,"(30, 40]"
215,29/10/2015,21:30:29,foreigner ,female,fat,no,no_kids,big,purple,casual,red,short_sleeve,black,long,clothes,6,10,no,2.9170805601024585,101.70638332997892,3.0,"(40, 50]"
217,29/10/2015,21:59:25,malay,female,fat,no,no_kids,big,grey,casual,black,long sleeve,white,long,clothes,4,10,no,2.93220051438826,101.68878171379409,2.0,"(40, 50]"
218,29/10/2015,21:59:25,malay,male,fat,no,no_kids,big,white,casual,brown,short_sleeve,grey,short,clothes,6,8,no,2.9582253438728303,101.68161530996689,1.0,"(30, 40]"
219,29/10/2015,21:59:25,malay,female,moderate,no,no_kids,big,white,casual,black,long sleeve,black,long,clothes,6,7,no,2.970728476119016,101.7225716599011,3.0,"(40, 50]"
220,29/10/2015,22:38:51,indian,male,fat,no,no_kids,big,red,casual,blue,short_sleeve,white,long,clothes,6,10,no,2.96095070573104,101.74166344572838,1.0,"(30, 40]"
221,30/10/2015,18:53:06,malay,male,thin,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,8,no,2.930343850851582,101.69730271943926,1.0,"(40, 50]"
222,01/11/2015,6:44:39,malay,female,moderate,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,4,10,no,2.9516592029104385,101.70838319072722,3.0,"(40, 50]"
224,01/11/2015,7:49:27,indian,male,thin,no,no_kids,big,yellow,casual,red,short_sleeve,purple,short,clothes,4,8,no,2.923524900563852,101.73740156403876,2.0,"(50, 60]"
225,01/11/2015,8:07:53,malay,male,fat,yes,young,big,black,casual,orange,short_sleeve,blue_jeans,long,clothes,6,9,no,2.959053443226167,101.65259983790608,1.0,"(20, 30]"
226,02/11/2015,13:32:51,foreigner ,male,thin,no,no_kids,big,white,casual,orange,long sleeve,black,long,clothes,3,9,no,2.943017762224269,101.7169630957442,1.0,"(40, 50]"
227,02/11/2015,13:54:53,indian,male,moderate,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,6,10,no,2.9278387963309327,101.6800138627828,2.0,"(40, 50]"
228,02/11/2015,14:29:06,malay,female,fat,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,3,7,no,2.943391953463826,101.68389724051376,1.0,"(30, 40]"
229,02/11/2015,14:40:43,malay,female,moderate,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,6,7,no,2.9558175244157714,101.62917378566844,3.0,"(50, 60]"
232,02/11/2015,15:15:59,indian,female,thin,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,4,8,no,2.908471425862736,101.64722480615114,2.0,"(30, 40]"
233,02/11/2015,15:20:26,malay,male,thin,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,3,7,no,2.9496650408171896,101.71608958801204,3.0,"(40, 50]"
234,02/11/2015,17:19:17,malay,female,fat,no,no_kids,big,white,traditional,white,short_sleeve,white,long,clothes,6,9,yes,2.9442876206329416,101.74509075404332,3.0,"(40, 50]"
235,02/11/2015,17:23:07,malay,female,fat,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,5,9,yes,2.9380806127638213,101.64464183727694,3.0,"(40, 50]"
236,02/11/2015,17:23:07,malay,female,fat,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,3,7,no,2.951148551188651,101.6999127266396,3.0,"(50, 60]"
237,02/11/2015,17:43:38,malay,female,moderate,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,5,10,yes,2.944442879117745,101.69324131002482,1.0,"(20, 30]"
238,02/11/2015,17:47:23,indian,female,thin,no,no_kids,big,black,casual,black,short_sleeve,black,long,blankets,4,8,no,2.968831167311008,101.6437950706576,3.0,"(20, 30]"
239,02/11/2015,18:06:43,malay,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,9,no,2.908265235264807,101.64675697253872,2.0,"(30, 40]"
240,02/11/2015,18:18:21,malay,male,moderate,no,no_kids,big,brown,casual,green,short_sleeve,blue_jeans,long,clothes,6,7,no,2.920281422919369,101.69882943473556,3.0,"(40, 50]"
241,02/11/2015,18:39:35,indian,male,moderate,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,5,7,no,2.945981950061752,101.65607014600036,1.0,"(40, 50]"
242,02/11/2015,18:39:35,malay,female,thin,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,3,10,no,2.9373646485646785,101.68567163243812,1.0,"(30, 40]"
243,02/11/2015,19:00:24,malay,female,moderate,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,6,7,no,2.9348385757154234,101.72381958679745,1.0,"(30, 40]"
244,02/11/2015,19:02:13,malay,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,9,no,2.9361383292687147,101.7184584493869,1.0,"(30, 40]"
245,02/11/2015,19:00:14,malay,female,fat,no,no_kids,big,white,casual,grey,long sleeve,grey,long,clothes,3,7,no,2.9147900449139543,101.69159353122052,3.0,"(30, 40]"
246,02/11/2015,19:14:08,indian,female,moderate,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,5,8,no,2.96078803779975,101.64955733259066,1.0,"(50, 60]"
247,02/11/2015,19:14:08,chinese,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,2.935664733364836,101.70074381270116,2.0,"(50, 60]"
248,02/11/2015,19:35:06,malay,female,moderate,no,no_kids,big,blue,casual,white,short_sleeve,red,short,clothes,3,10,no,2.916069593892784,101.7182686028057,3.0,"(30, 40]"
249,02/11/2015,19:36:41,foreigner ,male,thin,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,10,no,2.9086708472431124,101.74077289041529,2.0,"(40, 50]"
250,02/11/2015,19:49:45,foreigner ,male,thin,no,no_kids,big,green,casual,green,short_sleeve,black,long,clothes,3,8,no,2.935895507232448,101.66835420743227,3.0,"(40, 50]"
251,02/11/2015,20:11:16,malay,male,moderate,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,6,9,yes,2.911315549962553,101.6798019784696,2.0,"(50, 60]"
252,02/11/2015,20:11:16,malay,female,fat,no,no_kids,big,grey,casual,green,short_sleeve,black,long,clothes,3,9,no,2.9492958953828032,101.63968115452472,3.0,"(30, 40]"
253,02/11/2015,20:43:51,malay,male,fat,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,5,10,no,2.924567621800716,101.72767282212106,3.0,"(40, 50]"
254,02/11/2015,21:21:52,malay,male,fat,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,5,10,no,2.9483430238779555,101.65295776932206,3.0,"(40, 50]"
255,02/11/2015,21:31:46,malay,female,thin,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,5,10,no,2.9144003535206044,101.73579732424028,3.0,"(50, 60]"
256,02/11/2015,21:36:02,malay,male,thin,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,4,8,yes,2.923221244478256,101.64976897682978,3.0,"(30, 40]"
257,02/11/2015,22:08:41,indian,male,moderate,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,6,10,no,2.9730886481185763,101.66515848320904,3.0,"(30, 40]"
259,02/11/2015,23:09:00,indian,female,thin,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,9,no,2.933525997430394,101.73844556342858,2.0,"(30, 40]"
260,02/11/2015,23:12:22,indian,female,fat,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,2.9125324623132,101.63928353233332,1.0,"(40, 50]"
261,02/11/2015,23:14:25,indian,female,fat,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,3,8,no,2.909648858609297,101.73577388127768,3.0,"(20, 30]"
262,03/11/2015,0:26:16,chinese,male,moderate,no,no_kids,big,white,casual,blue,short_sleeve,white,short,clothes,5,10,no,2.9345768674349832,101.6463403918893,2.0,"(50, 60]"
263,03/11/2015,0:34:09,indian,female,thin,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,5,8,no,2.944681297906253,101.692264686382,2.0,"(20, 30]"
264,03/11/2015,0:54:05,malay,male,fat,no,no_kids,big,white,casual,yellow,short_sleeve,black,long,clothes,5,7,no,2.9170231067387427,101.70002695298348,3.0,"(30, 40]"
265,03/11/2015,1:14:32,indian,female,fat,no,no_kids,big,blue,formal,black,long sleeve,black,long,clothes,3,10,no,2.9269431298114306,101.6567546956039,1.0,"(30, 40]"
266,03/11/2015,8:09:27,chinese,female,fat,no,no_kids,big,brown,casual,orange,short_sleeve,black,long,clothes,4,10,no,2.9388457580726604,101.66307684251043,1.0,"(40, 50]"
268,03/11/2015,9:20:56,indian,male,moderate,no,no_kids,big,red,casual,brown,short_sleeve,blue,short,clothes,3,7,no,2.914040327303306,101.66176452276142,1.0,"(30, 40]"
269,03/11/2015,10:39:34,malay,female,thin,no,no_kids,big,blue,formal,orange,long sleeve,blue,long,clothes,4,7,no,2.930154140504347,101.66093962219082,3.0,"(30, 40]"
270,03/11/2015,14:27:01,chinese,male,moderate,no,no_kids,big,black,casual,brown,short_sleeve,black,short,clothes,3,7,no,2.917883712149979,101.71997502449923,2.0,"(50, 60]"
271,03/11/2015,15:22:19,indian,female,moderate,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,10,no,2.926158682701201,101.64182012242397,1.0,"(40, 50]"
272,03/11/2015,17:15:38,chinese,male,thin,no,no_kids,big,red,casual,red,short_sleeve,blue_jeans,short,clothes,4,8,no,2.9409787229954576,101.64335982937357,3.0,"(40, 50]"
273,03/11/2015,17:51:32,malay,female,fat,no,no_kids,big,blue,casual,blue,long sleeve,blue,long,clothes,4,8,no,2.928152378400509,101.73310864325428,2.0,"(30, 40]"
274,03/11/2015,18:47:12,chinese,female,thin,no,no_kids,big,orange,casual,grey,long sleeve,black,long,clothes,3,8,no,2.9289666582264893,101.70352402908712,2.0,"(40, 50]"
275,03/11/2015,19:16:59,foreigner ,male,thin,no,no_kids,big,white,casual,white,short_sleeve,pink,short,clothes,6,9,no,2.939141273717256,101.64481182224316,2.0,"(40, 50]"
276,03/11/2015,19:37:38,foreigner ,female,fat,no,no_kids,big,grey,casual,yellow,short_sleeve,black,long,clothes,5,7,no,2.9485450672873146,101.73004813388428,1.0,"(30, 40]"
277,03/11/2015,19:37:38,foreigner ,female,fat,no,no_kids,big,white,casual,green,long sleeve,white,long,blankets,5,8,no,2.9096652121501148,101.71790246838653,3.0,"(50, 60]"
278,03/11/2015,19:40:43,chinese,female,thin,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,6,10,no,2.9514227540796907,101.73130898907576,1.0,"(40, 50]"
279,03/11/2015,19:40:43,malay,female,moderate,no,no_kids,big,white,casual,red,short_sleeve,brown,long,clothes,5,10,no,2.910426184235148,101.66474358671428,1.0,"(40, 50]"
280,03/11/2015,19:40:43,malay,female,moderate,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,9,no,2.951708147214107,101.63108178299828,1.0,"(40, 50]"
281,03/11/2015,20:20:31,malay,male,fat,no,no_kids,big,red,casual,purple,short_sleeve,white,short,clothes,4,8,no,2.9544908830961774,101.73027876374036,3.0,"(20, 30]"
282,03/11/2015,20:22:04,malay,female,fat,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,6,9,no,2.934852095260137,101.68000765107476,3.0,"(40, 50]"
283,03/11/2015,20:44:37,malay,female,thin,no,no_kids,big,grey,casual,green,short_sleeve,grey,short,clothes,6,10,no,2.922623120054697,101.62906854603978,3.0,"(40, 50]"
284,03/11/2015,21:13:30,malay,female,fat,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,9,no,2.916176536907973,101.7447419782807,3.0,"(50, 60]"
285,03/11/2015,21:15:51,malay,female,fat,no,no_kids,big,black,casual,black,long sleeve,pink,short,clothes,4,8,no,2.9638083871990064,101.66009312454564,2.0,"(40, 50]"
286,03/11/2015,21:15:51,chinese,female,thin,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,blankets,3,7,no,2.970555550727735,101.67210269265723,1.0,"(40, 50]"
287,03/11/2015,21:26:53,malay,male,fat,no,no_kids,big,black,casual,yellow,short_sleeve,grey,long,clothes,5,7,no,2.9239602322802343,101.64660158027291,1.0,"(20, 30]"
288,03/11/2015,21:30:09,malay,male,thin,no,no_kids,big,red,casual,black,short_sleeve,grey,long,clothes,4,7,yes,2.9662092752593945,101.7455878471456,1.0,"(30, 40]"
289,03/11/2015,21:32:52,malay,male,fat,yes,young,big,white,casual,yellow,short_sleeve,grey,long,clothes,5,9,no,2.926046436898332,101.71193972908142,2.0,"(20, 30]"
291,03/11/2015,21:58:24,malay,female,fat,no,toddler,big,blue,casual,black,short_sleeve,grey,long,clothes,5,9,yes,2.9306125599843145,101.69391962217485,2.0,"(40, 50]"
292,03/11/2015,22:32:11,malay,male,thin,no,no_kids,big,red,casual,yellow,short_sleeve,grey,long,clothes,5,8,no,2.91174989585545,101.72556718296111,2.0,"(30, 40]"
293,03/11/2015,22:33:00,malay,male,moderate,no,no_kids,big,blue,formal,white,short_sleeve,grey,long,clothes,6,8,no,2.9379338405013256,101.6562814924049,1.0,"(20, 30]"
294,03/11/2015,22:33:00,malay,female,thin,yes,toddler,big,red,casual,red,short_sleeve,black,long,clothes,3,10,yes,2.9446064195708312,101.72259902803124,3.0,"(40, 50]"
